# index, name, _pos
2759,2961,"array([-0.04960818, -0.58953629])"
2760,3752,"array([-0.02464282, -0.5915463 ])"
2761,1967,"array([-0.07989532, -0.58320751])"
2762,147,"array([ 0.18551982, -0.36927978])"
2763,1251,"array([ 0.1975646 , -0.38968767])"
2764,891,"array([ 0.18282887, -0.38067915])"
2765,2457,"array([ 0.16076305, -0.41054331])"
2766,148,"array([-0.05699933, -0.63197811])"
2767,2527,"array([-0.06003509, -0.62090001])"
2768,1933,"array([-0.0538524, -0.6412912])"
2769,3611,"array([-0.05925295, -0.6280049 ])"
2770,3375,"array([-0.0525919 , -0.61846217])"
2771,3708,"array([-0.06638828, -0.62805142])"
2772,1200,"array([-0.05511236, -0.62211206])"
2773,149,"array([ 0.10696149, -0.52591596])"
2774,4626,"array([ 0.11851116, -0.51449939])"
2775,3423,"array([ 0.10324824, -0.52075517])"
2776,2780,"array([ 0.12005826, -0.50802329])"
2777,1364,"array([ 0.12005265, -0.51229156])"
2778,2245,"array([ 0.11085374, -0.51992671])"
2779,892,"array([ 0.11707532, -0.53363643])"
2780,3795,"array([ 0.11554505, -0.51543486])"
2781,1887,"array([ 0.1453115 , -0.51890233])"
2782,150,"array([ 0.13359543, -0.51352753])"
2783,4720,"array([ 0.11519575, -0.50389981])"
2784,2644,"array([ 0.12459654, -0.51616335])"
2785,1969,"array([ 0.1113799 , -0.52842989])"
2786,4251,"array([ 0.1171276 , -0.52196903])"
2787,2749,"array([ 0.11347742, -0.51703427])"
2788,1403,"array([ 0.12018279, -0.52304539])"
2789,3061,"array([ 0.13949168, -0.48162336])"
2790,2174,"array([ 0.12732739, -0.55030971])"
2791,716,"array([ 0.09638728, -0.51675402])"
2792,1389,"array([ 0.15752296, -0.51989728])"
2793,1921,"array([ 0.12114654, -0.52617813])"
2794,2005,"array([ 0.12936791, -0.50005584])"
2795,5236,"array([ 0.15455286, -0.49293962])"
2796,3460,"array([ 0.18991731, -0.29119849])"
2797,4590,"array([ 0.19246144, -0.31973394])"
2798,2753,"array([ 0.21040515, -0.30860765])"
2799,2244,"array([ 0.16061366, -0.32638504])"
2800,3310,"array([ 0.23070829, -0.3536001 ])"
2801,4244,"array([ 0.17604587, -0.30206203])"
2802,152,"array([ 0.22301055, -0.38127825])"
2803,3043,"array([ 0.2209111 , -0.37429463])"
2804,5096,"array([ 0.2200264 , -0.35863011])"
2805,1994,"array([ 0.20965636, -0.38159276])"
2806,3313,"array([ 0.20141672, -0.39262629])"
2807,5026,"array([-0.02845659, -0.54320322])"
2808,2170,"array([-0.05005423, -0.58107401])"
2809,954,"array([-0.03363153, -0.55008086])"
2810,2718,"array([-0.06029848, -0.57860538])"
2811,2572,"array([-0.02258726, -0.56128147])"
2812,5206,"array([-0.01092638, -0.56490056])"
2813,2329,"array([-0.01698393, -0.57122777])"
2814,2492,"array([-0.01908219, -0.56951915])"
2815,2111,"array([-0.03713463, -0.58163971])"
2816,5003,"array([-0.01350605, -0.54494082])"
2817,4603,"array([-0.01613458, -0.58173924])"
2818,2779,"array([-0.01943322, -0.58187779])"
2819,1156,"array([-0.03132306, -0.56224881])"
2820,4640,"array([ 0.23640038, -0.26014751])"
2821,155,"array([ 0.0945563 , -0.50889213])"
2822,1361,"array([ 0.09987143, -0.48553871])"
2823,3542,"array([ 0.08717263, -0.45311356])"
2824,1813,"array([ 0.1448923 , -0.48197639])"
2825,156,"array([ 0.21942084, -0.43722075])"
2826,1388,"array([ 0.17082002, -0.33005674])"
2827,4581,"array([ 0.16399761, -0.29985157])"
2828,3925,"array([ 0.18099155, -0.32930706])"
2829,405,"array([ 0.17980228, -0.35901138])"
2830,5209,"array([ 0.14639336, -0.32323878])"
2831,2866,"array([ 0.18146557, -0.35905503])"
2832,1794,"array([ 0.17725878, -0.3041027 ])"
2833,1961,"array([ 0.21914841, -0.37465709])"
2834,3028,"array([ 0.16854228, -0.50974464])"
2835,2403,"array([ 0.17944504, -0.49343808])"
2836,647,"array([ 0.1732664, -0.5045498])"
2837,3685,"array([ 0.16099051, -0.49165492])"
2838,4896,"array([ 0.18119002, -0.51771876])"
2839,2105,"array([ 0.17756044, -0.49060466])"
2840,4959,"array([ 0.19666049, -0.51676844])"
2841,2536,"array([ 0.1723585 , -0.51739871])"
2842,850,"array([ 0.17851433, -0.52129721])"
2843,3645,"array([ 0.17936871, -0.50840544])"
2844,2569,"array([ 0.18978104, -0.51244811])"
2845,4926,"array([ 0.18426062, -0.50820921])"
2846,4107,"array([ 0.18526292, -0.52288503])"
2847,358,"array([ 0.19178113, -0.52197369])"
2848,235,"array([ 0.19291764, -0.48551665])"
2849,2956,"array([ 0.16292315, -0.5277918 ])"
2850,965,"array([ 0.17643285, -0.51098497])"
2851,3902,"array([ 0.17823503, -0.51786368])"
2852,1980,"array([ 0.15162825, -0.36584802])"
2853,3366,"array([ 0.19664679, -0.36016873])"
2854,4935,"array([ 0.13135686, -0.41776548])"
2855,3321,"array([ 0.24276364, -0.40068178])"
2856,401,"array([ 0.19202129, -0.36479051])"
2857,4787,"array([ 0.17511634, -0.37157945])"
2858,691,"array([ 0.20500432, -0.3982565 ])"
2859,4846,"array([ 0.18352214, -0.3588244 ])"
2860,2472,"array([ 0.1614584 , -0.35807763])"
2861,2451,"array([ 0.17097125, -0.36933631])"
2862,3900,"array([ 0.21377604, -0.30476494])"
2863,161,"array([ 0.11103128, -0.28541244])"
2864,4971,"array([ 0.11020173, -0.27100988])"
2865,5325,"array([ 0.13001518, -0.28464413])"
2866,3110,"array([ 0.11930832, -0.2975201 ])"
2867,1208,"array([ 0.14156997, -0.30342799])"
2868,2297,"array([ 0.13005782, -0.28753089])"
2869,1075,"array([ 0.12901837, -0.27770425])"
2870,5180,"array([ 0.11357946, -0.27306537])"
2871,4121,"array([ 0.12228689, -0.27801252])"
2872,1700,"array([ 0.13912838, -0.29166878])"
2873,1498,"array([ 0.13496846, -0.30153438])"
2874,2007,"array([ 0.11161913, -0.2760291 ])"
2875,499,"array([ 0.1245834 , -0.28900824])"
2876,3338,"array([ 0.12779405, -0.30159759])"
2877,3471,"array([ 0.14225858, -0.29748766])"
2878,3727,"array([ 0.12266888, -0.28261934])"
2879,2231,"array([ 0.1392273 , -0.30943098])"
2880,162,"array([ 0.05943355, -0.44821209])"
2881,4811,"array([ 0.07249216, -0.45773393])"
2882,5486,"array([ 0.09788473, -0.44112578])"
2883,4263,"array([ 0.07920583, -0.45492051])"
2884,2053,"array([ 0.05346892, -0.4420083 ])"
2885,1314,"array([-0.08403137, -0.63726035])"
2886,1201,"array([-0.09611942, -0.63780751])"
2887,3890,"array([-0.06931411, -0.58975731])"
2888,1709,"array([-0.09425109, -0.64603102])"
2889,3579,"array([-0.04482459, -0.61954155])"
2890,3417,"array([-0.06749909, -0.64029591])"
2891,657,"array([-0.08947501, -0.65493597])"
2892,164,"array([ 0.12339436, -0.3968525 ])"
2893,3914,"array([ 0.1560224 , -0.41794456])"
2894,4532,"array([ 0.13070463, -0.38624959])"
2895,4427,"array([ 0.13894886, -0.3849489 ])"
2896,2122,"array([ 0.14341748, -0.35320952])"
2897,2239,"array([ 0.18544412, -0.37081873])"
2898,2724,"array([ 0.14889554, -0.39129647])"
2899,2098,"array([ 0.19303968, -0.35359432])"
2900,3322,"array([ 0.17885162, -0.34756139])"
2901,3070,"array([ 0.17013703, -0.3582888 ])"
2902,1448,"array([ 0.16548398, -0.37267927])"
2903,3246,"array([ 0.18776761, -0.36890315])"
2904,3945,"array([ 0.1641216 , -0.36885968])"
2905,4386,"array([ 0.16655594, -0.33558848])"
2906,4657,"array([ 0.17749339, -0.35056598])"
2907,3849,"array([ 0.18145256, -0.36221921])"
2908,4131,"array([ 0.19507928, -0.38007706])"
2909,2068,"array([ 0.18989457, -0.36096148])"
2910,166,"array([ 0.23761236, -0.36216503])"
2911,5216,"array([ 0.21244595, -0.35285046])"
2912,3384,"array([ 0.2462297 , -0.32943855])"
2913,2075,"array([ 0.21409426, -0.34750465])"
2914,4400,"array([ 0.27402032, -0.39146584])"
2915,3711,"array([ 0.22061601, -0.313467  ])"
2916,4253,"array([ 0.24091935, -0.34730769])"
2917,1806,"array([ 0.23846655, -0.35699913])"
2918,3119,"array([ 0.22678849, -0.37784152])"
2919,5223,"array([ 0.24493073, -0.37139353])"
2920,5489,"array([ 0.20685162, -0.34573405])"
2921,4775,"array([ 0.20329732, -0.33112039])"
2922,3045,"array([ 0.20152077, -0.33257962])"
2923,1133,"array([ 0.1722676 , -0.42889081])"
2924,1204,"array([ 0.25997543, -0.38421072])"
2925,4069,"array([ 0.23434201, -0.39205487])"
2926,1555,"array([ 0.25281317, -0.38175734])"
2927,3654,"array([ 0.15977954, -0.32300474])"
2928,3052,"array([ 0.21710921, -0.3309627 ])"
2929,698,"array([ 0.15717386, -0.31340172])"
2930,1140,"array([-0.01516771, -0.55568833])"
2931,4878,"array([-0.02247808, -0.58029233])"
2932,1382,"array([-0.0141813 , -0.57573336])"
2933,1873,"array([-0.01105288, -0.60309189])"
2934,2091,"array([-0.00833887, -0.54551787])"
2935,169,"array([ 0.0851881 , -0.46014784])"
2936,2275,"array([ 0.09242608, -0.46893265])"
2937,1977,"array([ 0.10695222, -0.46219787])"
2938,3686,"array([ 0.1124194 , -0.45530625])"
2939,385,"array([ 0.11909345, -0.46268433])"
2940,731,"array([ 0.23543778, -0.36129016])"
2941,5431,"array([ 0.25954989, -0.34234022])"
2942,630,"array([ 0.22979079, -0.34587283])"
2943,1886,"array([ 0.23738739, -0.33603163])"
2944,3737,"array([ 0.21023045, -0.3586776 ])"
2945,4377,"array([ 0.22738546, -0.34992977])"
2946,1046,"array([ 0.18062364, -0.35305888])"
2947,1188,"array([ 0.17272766, -0.32753749])"
2948,1853,"array([ 0.17584373, -0.29450299])"
2949,4419,"array([ 0.24807556, -0.35317511])"
2950,2985,"array([ 0.25309672, -0.34532445])"
2951,4685,"array([ 0.19055702, -0.35698936])"
2952,2908,"array([ 0.25661076, -0.36496912])"
2953,957,"array([ 0.23322911, -0.36083259])"
2954,3619,"array([ 0.17390148, -0.36711119])"
2955,3982,"array([ 0.18944255, -0.324782  ])"
2956,3626,"array([ 0.24675377, -0.35552138])"
2957,4170,"array([ 0.16364887, -0.33288703])"
2958,4241,"array([ 0.16929182, -0.33620542])"
2959,303,"array([ 0.18263845, -0.32855306])"
2960,1549,"array([ 0.15122379, -0.32961354])"
2961,5305,"array([ 0.1673414 , -0.32555619])"
2962,3876,"array([ 0.21178115, -0.36658907])"
2963,1040,"array([ 0.16005861, -0.51543775])"
2964,1131,"array([ 0.18357638, -0.51479741])"
2965,4786,"array([ 0.17432983, -0.52064963])"
2966,1194,"array([ 0.19498609, -0.49225888])"
2967,185,"array([ 0.17162364, -0.48170098])"
2968,612,"array([ 0.16378491, -0.47118243])"
2969,226,"array([ 0.13059315, -0.47599044])"
2970,4924,"array([ 0.15465597, -0.48982834])"
2971,1772,"array([ 0.15956713, -0.46492073])"
2972,230,"array([ 0.17707735, -0.50230582])"
2973,4114,"array([ 0.18077619, -0.51462216])"
2974,3699,"array([ 0.18758365, -0.52056753])"
2975,2852,"array([ 0.17465495, -0.5241015 ])"
2976,1474,"array([ 0.19048225, -0.51604179])"
2977,4088,"array([ 0.17303665, -0.5292425 ])"
2978,173,"array([ 0.21020831, -0.24833104])"
2979,724,"array([ 0.24586001, -0.2711625 ])"
2980,480,"array([ 0.17970992, -0.26530031])"
2981,4137,"array([ 0.17833688, -0.4291653 ])"
2982,2946,"array([ 0.20245061, -0.38701294])"
2983,1472,"array([ 0.23802888, -0.31920519])"
2984,2049,"array([ 0.16120829, -0.43018723])"
2985,3008,"array([ 0.1552807 , -0.42033258])"
2986,1358,"array([ 0.19360159, -0.31788721])"
2987,2151,"array([ 0.17905841, -0.36148253])"
2988,3917,"array([ 0.21212608, -0.41186953])"
2989,307,"array([ 0.22829133, -0.3744359 ])"
2990,1022,"array([ 0.13943283, -0.40786446])"
2991,1745,"array([ 0.1635633 , -0.40977308])"
2992,4758,"array([ 0.1972095 , -0.35829609])"
2993,4328,"array([ 0.2320973 , -0.36571772])"
2994,2848,"array([ 0.23163815, -0.36244602])"
2995,2165,"array([ 0.17377452, -0.38066612])"
2996,704,"array([ 0.14152651, -0.35484299])"
2997,598,"array([ 0.15457489, -0.40255542])"
2998,175,"array([ 0.1309765 , -0.38287755])"
2999,3219,"array([ 0.14619252, -0.35691284])"
3000,2812,"array([ 0.15418369, -0.37892297])"
3001,3264,"array([ 0.13569326, -0.39537586])"
3002,5418,"array([ 0.14327897, -0.39128821])"
3003,5132,"array([ 0.14791378, -0.40764813])"
3004,5208,"array([ 0.14446684, -0.37222935])"
3005,5091,"array([ 0.14873812, -0.35191485])"
3006,613,"array([ 0.12789175, -0.39989993])"
3007,2365,"array([ 0.1312632 , -0.38883116])"
3008,5339,"array([ 0.12121054, -0.40687816])"
3009,4569,"array([ 0.12616703, -0.38845501])"
3010,1286,"array([ 0.15292829, -0.38839678])"
3011,1033,"array([ 0.10823866, -0.40084766])"
3012,2420,"array([ 0.14038512, -0.39210688])"
3013,5274,"array([ 0.15343498, -0.38643223])"
3014,5194,"array([ 0.14288858, -0.41080008])"
3015,3312,"array([ 0.1609032 , -0.35247574])"
3016,4577,"array([ 0.10883377, -0.50567693])"
3017,2746,"array([ 0.09429392, -0.47184315])"
3018,1028,"array([ 0.08931712, -0.50684806])"
3019,1512,"array([ 0.22932118, -0.35749535])"
3020,1628,"array([ 0.24461528, -0.37956961])"
3021,4052,"array([ 0.22107912, -0.35385702])"
3022,3155,"array([ 0.23692815, -0.35949845])"
3023,5378,"array([ 0.22760911, -0.38652874])"
3024,3144,"array([ 0.23461456, -0.35068425])"
3025,2723,"array([ 0.25812054, -0.33903309])"
3026,901,"array([ 0.22970993, -0.37723087])"
3027,1830,"array([ 0.2368223 , -0.37309409])"
3028,1699,"array([ 0.21401181, -0.35006085])"
3029,3381,"array([ 0.2057941 , -0.36915701])"
3030,3904,"array([ 0.20809718, -0.38005101])"
3031,178,"array([ 0.06453975, -0.46057779])"
3032,2894,"array([ 0.10622339, -0.47694349])"
3033,2483,"array([ 0.05298782, -0.47697732])"
3034,5456,"array([ 0.07896795, -0.465981  ])"
3035,1368,"array([ 0.07160762, -0.47245665])"
3036,1698,"array([ 0.09445291, -0.42154286])"
3037,1170,"array([ 0.08457388, -0.4231008 ])"
3038,4299,"array([ 0.09071861, -0.46346701])"
3039,2967,"array([ 0.07592582, -0.4742423 ])"
3040,4610,"array([ 0.06393308, -0.4660161 ])"
3041,4320,"array([ 0.07991644, -0.4787309 ])"
3042,4711,"array([ 0.07648817, -0.47762927])"
3043,2963,"array([ 0.0610919 , -0.47715315])"
3044,5069,"array([ 0.05640214, -0.46210021])"
3045,2684,"array([ 0.08111192, -0.47305858])"
3046,1186,"array([ 0.05175135, -0.48161642])"
3047,4936,"array([ 0.05789001, -0.47258738])"
3048,4736,"array([ 0.07720324, -0.46221167])"
3049,179,"array([ 0.24499573, -0.42681783])"
3050,3224,"array([ 0.25181275, -0.43110888])"
3051,4765,"array([ 0.11247024, -0.36595699])"
3052,985,"array([ 0.1140428 , -0.39211016])"
3053,2279,"array([ 0.20623776, -0.38589387])"
3054,806,"array([ 0.25555708, -0.40967395])"
3055,976,"array([ 0.19914625, -0.37924848])"
3056,4675,"array([ 0.22025532, -0.376844  ])"
3057,3206,"array([ 0.14770813, -0.33069028])"
3058,3643,"array([ 0.23127329, -0.37931206])"
3059,1706,"array([ 0.20700999, -0.37424123])"
3060,3421,"array([ 0.15753856, -0.32681503])"
3061,3935,"array([ 0.22021368, -0.3863209 ])"
3062,1816,"array([ 0.2231294 , -0.38849248])"
3063,183,"array([ 0.22351961, -0.34624422])"
3064,2772,"array([ 0.21741348, -0.32860245])"
3065,4654,"array([ 0.21920554, -0.3444816 ])"
3066,4247,"array([ 0.20858391, -0.37387881])"
3067,4637,"array([ 0.1998241 , -0.35660516])"
3068,3331,"array([ 0.23863151, -0.32880528])"
3069,673,"array([ 0.21098389, -0.35317774])"
3070,4916,"array([ 0.23400812, -0.33466067])"
3071,1352,"array([ 0.24193713, -0.35544286])"
3072,5390,"array([ 0.22268682, -0.33572529])"
3073,184,"array([ 0.08291598, -0.44864235])"
3074,4782,"array([ 0.09359635, -0.44219572])"
3075,1923,"array([ 0.11750271, -0.45030608])"
3076,441,"array([ 0.09079255, -0.45102209])"
3077,861,"array([ 0.11142528, -0.44984316])"
3078,1056,"array([ 0.09392531, -0.45027153])"
3079,3427,"array([ 0.12078745, -0.48089889])"
3080,2646,"array([ 0.15217779, -0.50179419])"
3081,5327,"array([ 0.17127011, -0.50258416])"
3082,4231,"array([ 0.16501999, -0.51598803])"
3083,557,"array([ 0.16440338, -0.48461654])"
3084,736,"array([ 0.15648474, -0.51716502])"
3085,2948,"array([ 0.19679558, -0.50317245])"
3086,1919,"array([ 0.18506394, -0.48505878])"
3087,4894,"array([ 0.18369766, -0.52936456])"
3088,3500,"array([ 0.15526641, -0.50442815])"
3089,2280,"array([ 0.16714744, -0.47774691])"
3090,4900,"array([ 0.18852028, -0.49521713])"
3091,3936,"array([ 0.16895684, -0.51299981])"
3092,638,"array([ 0.19389216, -0.51837885])"
3093,5182,"array([ 0.17595862, -0.50815298])"
3094,430,"array([ 0.18205674, -0.52400503])"
3095,2653,"array([ 0.17134005, -0.51106592])"
3096,3483,"array([ 0.1870712 , -0.51031563])"
3097,2084,"array([ 0.17154183, -0.51409305])"
3098,4149,"array([ 0.15961101, -0.48552751])"
3099,1148,"array([ 0.18316476, -0.47271574])"
3100,5094,"array([ 0.1304662 , -0.47996774])"
3101,936,"array([ 0.17044201, -0.49175982])"
3102,840,"array([ 0.19230927, -0.40610876])"
3103,4666,"array([ 0.16916084, -0.5162988 ])"
3104,1748,"array([ 0.17227302, -0.49388354])"
3105,1643,"array([ 0.17504124, -0.49159595])"
3106,549,"array([ 0.16664893, -0.48174644])"
3107,1972,"array([ 0.15788228, -0.48883816])"
3108,4776,"array([ 0.17124367, -0.52103658])"
3109,5057,"array([ 0.17787188, -0.49776341])"
3110,4450,"array([ 0.18893863, -0.48113446])"
3111,1839,"array([ 0.18093888, -0.48534316])"
3112,1089,"array([ 0.14265562, -0.47894562])"
3113,4428,"array([ 0.16293614, -0.48906498])"
3114,446,"array([ 0.13542547, -0.50512586])"
3115,4216,"array([ 0.08334119, -0.51555634])"
3116,5178,"array([ 0.14090967, -0.50886984])"
3117,3296,"array([ 0.07865826, -0.48921193])"
3118,3713,"array([ 0.06339233, -0.4859424 ])"
3119,835,"array([ 0.12102183, -0.50544171])"
3120,2247,"array([ 0.08168571, -0.49449508])"
3121,2213,"array([ 0.11360376, -0.48704662])"
3122,253,"array([ 0.12359181, -0.55248307])"
3123,634,"array([ 0.1175326 , -0.51849595])"
3124,212,"array([ 0.09391064, -0.47479293])"
3125,3647,"array([ 0.10806955, -0.48898429])"
3126,3233,"array([ 0.08525162, -0.51162794])"
3127,3883,"array([ 0.12863384, -0.47759959])"
3128,4851,"array([ 0.07146655, -0.49688936])"
3129,2043,"array([ 0.13141087, -0.44976877])"
3130,5012,"array([ 0.10574502, -0.51079777])"
3131,3906,"array([ 0.10014328, -0.51901385])"
3132,3745,"array([ 0.06932777, -0.5097901 ])"
3133,265,"array([ 0.11886826, -0.47140407])"
3134,187,"array([ 0.24303618, -0.29400723])"
3135,3269,"array([ 0.21828482, -0.31480559])"
3136,4166,"array([ 0.1573225 , -0.25389299])"
3137,2335,"array([ 0.24580989, -0.30073025])"
3138,4356,"array([ 0.25563247, -0.30373641])"
3139,675,"array([ 0.21238486, -0.30995555])"
3140,1320,"array([ 0.21806326, -0.30888226])"
3141,1125,"array([ 0.23607906, -0.30040286])"
3142,1755,"array([ 0.22485448, -0.31458223])"
3143,2584,"array([ 0.25836892, -0.29103763])"
3144,2145,"array([ 0.23487361, -0.28427739])"
3145,4285,"array([ 0.25986004, -0.28184475])"
3146,188,"array([ 0.13163171, -0.54360663])"
3147,2219,"array([ 0.14015677, -0.53387212])"
3148,189,"array([ 0.20603399, -0.31931446])"
3149,4755,"array([ 0.19898187, -0.32014895])"
3150,4030,"array([ 0.1812062 , -0.30791286])"
3151,4697,"array([ 0.20766698, -0.32059628])"
3152,3329,"array([ 0.19936346, -0.29406021])"
3153,5213,"array([ 0.20463597, -0.31385546])"
3154,5291,"array([ 0.18059642, -0.30503519])"
3155,3839,"array([ 0.2190446 , -0.35392343])"
3156,3519,"array([ 0.14761144, -0.26202987])"
3157,4497,"array([ 0.13572334, -0.28384457])"
3158,3816,"array([ 0.1321198 , -0.28130968])"
3159,3499,"array([ 0.1454004 , -0.26881015])"
3160,977,"array([ 0.11604515, -0.27797546])"
3161,5084,"array([ 0.13285085, -0.24579   ])"
3162,714,"array([ 0.15333051, -0.27141786])"
3163,4379,"array([ 0.12347134, -0.25636891])"
3164,4895,"array([ 0.12739639, -0.2839199 ])"
3165,2191,"array([ 0.13193597, -0.31866977])"
3166,3071,"array([ 0.13548189, -0.26401559])"
3167,4999,"array([ 0.1449086 , -0.28369217])"
3168,1379,"array([ 0.133466  , -0.27574799])"
3169,5154,"array([ 0.14153341, -0.2613538 ])"
3170,5202,"array([ 0.22896014, -0.32484928])"
3171,4625,"array([ 0.14735532, -0.30155323])"
3172,1542,"array([ 0.12552504, -0.26985454])"
3173,5040,"array([ 0.15089508, -0.28257705])"
3174,1644,"array([ 0.14186729, -0.27322923])"
3175,4701,"array([ 0.16400534, -0.32390005])"
3176,5334,"array([ 0.16866812, -0.37186684])"
3177,3532,"array([ 0.18303683, -0.42217412])"
3178,3096,"array([ 0.19692259, -0.36223287])"
3179,1083,"array([ 0.19982271, -0.30231746])"
3180,4555,"array([ 0.19584072, -0.33897242])"
3181,2155,"array([ 0.18588787, -0.30183002])"
3182,4767,"array([ 0.19575679, -0.29934771])"
3183,2668,"array([ 0.1867409 , -0.31557318])"
3184,5379,"array([ 0.25544843, -0.31674258])"
3185,4632,"array([ 0.19498426, -0.32871401])"
3186,3117,"array([ 0.18416149, -0.29348978])"
3187,3598,"array([ 0.18801389, -0.29495833])"
3188,739,"array([ 0.19020068, -0.29990678])"
3189,4683,"array([ 0.16511093, -0.32898005])"
3190,3528,"array([ 0.18228164, -0.29036172])"
3191,5246,"array([ 0.18789606, -0.30113577])"
3192,843,"array([ 0.15389928, -0.3375126 ])"
3193,939,"array([ 0.16059656, -0.3331056 ])"
3194,4708,"array([ 0.25817798, -0.30116512])"
3195,3554,"array([ 0.22368901, -0.33408976])"
3196,2660,"array([ 0.25176982, -0.31310382])"
3197,5210,"array([ 0.17200628, -0.30568342])"
3198,856,"array([ 0.14828777, -0.35408439])"
3199,678,"array([ 0.22091188, -0.34806378])"
3200,2935,"array([ 0.18328712, -0.31362845])"
3201,777,"array([ 0.16602633, -0.32180288])"
3202,909,"array([ 0.21038017, -0.32383088])"
3203,5169,"array([ 0.1780744 , -0.35284515])"
3204,3882,"array([ 0.22730918, -0.30649337])"
3205,1629,"array([ 0.21418498, -0.31473102])"
3206,195,"array([ 0.19828221, -0.264897  ])"
3207,5062,"array([ 0.15600546, -0.29191418])"
3208,5380,"array([ 0.19397624, -0.28917072])"
3209,2353,"array([ 0.20440384, -0.30054196])"
3210,2645,"array([ 0.21928534, -0.32483322])"
3211,3952,"array([ 0.19753856, -0.27388248])"
3212,1118,"array([ 0.24094404, -0.28526928])"
3213,4833,"array([ 0.24939339, -0.28630798])"
3214,2624,"array([ 0.24366306, -0.28463384])"
3215,4875,"array([ 0.1571848 , -0.30837176])"
3216,3067,"array([ 0.21740517, -0.31839794])"
3217,3498,"array([ 0.23876016, -0.30287199])"
3218,4513,"array([ 0.23851381, -0.27508042])"
3219,1141,"array([ 0.22975957, -0.33268176])"
3220,3750,"array([ 0.22802314, -0.29323025])"
3221,815,"array([ 0.25148263, -0.29431437])"
3222,3349,"array([ 0.21301501, -0.28324169])"
3223,2641,"array([ 0.2180068 , -0.27365042])"
3224,3456,"array([ 0.21376594, -0.27749977])"
3225,4521,"array([ 0.23113099, -0.28367766])"
3226,4865,"array([ 0.22879697, -0.29531176])"
3227,4570,"array([ 0.22135896, -0.28049858])"
3228,1858,"array([ 0.2381966, -0.2956398])"
3229,923,"array([ 0.24588605, -0.29101709])"
3230,1057,"array([ 0.24585228, -0.28041691])"
3231,914,"array([ 0.20653237, -0.33440629])"
3232,3218,"array([ 0.23228079, -0.28894426])"
3233,2885,"array([ 0.22781096, -0.29824265])"
3234,3379,"array([ 0.19799896, -0.30011294])"
3235,2579,"array([ 0.21249881, -0.27237211])"
3236,2937,"array([ 0.24595624, -0.28778828])"
3237,944,"array([ 0.22025517, -0.29477309])"
3238,599,"array([ 0.24964955, -0.29059422])"
3239,2887,"array([ 0.21054139, -0.28841424])"
3240,5253,"array([ 0.23881938, -0.27922328])"
3241,2183,"array([ 0.22807813, -0.26398706])"
3242,1901,"array([ 0.25265463, -0.28733788])"
3243,1711,"array([ 0.25075389, -0.2693764 ])"
3244,224,"array([ 0.22245006, -0.3834701 ])"
3245,3422,"array([ 0.21866794, -0.36381548])"
3246,1002,"array([ 0.20980578, -0.36742618])"
3247,1527,"array([ 0.2138877 , -0.39363572])"
3248,2140,"array([ 0.20467898, -0.38747063])"
3249,198,"array([ 0.23020872, -0.39335463])"
3250,1037,"array([ 0.21593513, -0.38477802])"
3251,3997,"array([ 0.2214962 , -0.39229511])"
3252,199,"array([ 0.13036563, -0.35861348])"
3253,1489,"array([ 0.17328265, -0.43157971])"
3254,4744,"array([ 0.14161955, -0.37343303])"
3255,3908,"array([ 0.10231703, -0.36725184])"
3256,3669,"array([ 0.09770359, -0.34551457])"
3257,4036,"array([ 0.16779278, -0.40140546])"
3258,2069,"array([ 0.17430427, -0.36227127])"
3259,4656,"array([ 0.13438774, -0.37544024])"
3260,4703,"array([ 0.17922715, -0.33359614])"
3261,201,"array([ 0.0322782 , -0.48289937])"
3262,2401,"array([ 0.02642735, -0.46566963])"
3263,3949,"array([ 0.00444994, -0.46514513])"
3264,803,"array([ 0.00101475, -0.48630483])"
3265,928,"array([-0.00344118, -0.48446787])"
3266,1612,"array([ 0.02711698, -0.47831752])"
3267,3978,"array([ 0.01173107, -0.45496916])"
3268,350,"array([ 0.04882107, -0.45811603])"
3269,1660,"array([ 0.03106278, -0.45695042])"
3270,2697,"array([ 0.01894067, -0.50408235])"
3271,3039,"array([ 0.02729503, -0.48253611])"
3272,2196,"array([ 0.01137395, -0.48623935])"
3273,439,"array([ 0.13589622, -0.49930083])"
3274,1070,"array([ 0.02505869, -0.47113549])"
3275,3426,"array([ 0.01359911, -0.49666173])"
3276,2769,"array([ 0.00612635, -0.48074821])"
3277,3315,"array([ 0.06029504, -0.457937  ])"
3278,2463,"array([ 0.01190887, -0.47334907])"
3279,5446,"array([ 0.1975746 , -0.34021819])"
3280,4660,"array([ 0.17582639, -0.38340613])"
3281,1680,"array([ 0.20326029, -0.39739268])"
3282,3399,"array([ 0.17311381, -0.39362472])"
3283,5463,"array([ 0.19464322, -0.39219101])"
3284,3649,"array([ 0.17475588, -0.39255759])"
3285,1310,"array([ 0.14508894, -0.36735338])"
3286,2108,"array([ 0.21267064, -0.37458451])"
3287,2425,"array([ 0.2336866 , -0.43637418])"
3288,1123,"array([ 0.18463988, -0.43122971])"
3289,1465,"array([ 0.22115427, -0.45208029])"
3290,1261,"array([ 0.217731  , -0.42481215])"
3291,4975,"array([ 0.21165321, -0.39710891])"
3292,3428,"array([ 0.2178688, -0.4216023])"
3293,5467,"array([ 0.23635117, -0.37571599])"
3294,775,"array([ 0.19261443, -0.40929065])"
3295,4128,"array([ 0.18553953, -0.42325648])"
3296,233,"array([ 0.19435404, -0.42435893])"
